Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
1.942,0.35,241.29,8.2,1,5,18
3.048,0.458,239.66,12.8,39,0,0
0.23,0,245.24,1,0,0,0
0.778,0.32,241.09,3.8,0,1,1
1.656,0.388,241.31,7,0,2,18
2.07,0.088,242.3,8.4,0,0,18
0.212,0,238.92,1,0,0,1
2.702,0.222,236.74,11.6,0,22,17
0.342,0.246,240.93,1.6,0,1,1
2.342,0,237.99,9.8,0,0,17
0.396,0.222,244.19,1.8,0,0,0
0.398,0.328,241.46,2,0,1,0
0.416,0.126,240.58,2,0,0,1
,,,,,,
1.74,0.21,239.99,7.2,1,1,18
2.438,0.21,238,10.2,0,0,18
0.394,0.154,238.12,1.8,0,1,1
0.15,0,237,0.6,0,0,0
0.25,0.134,239.35,1.2,0,0,0
0.208,0,243.44,0.8,0,0,0
1.752,0.1,240.14,7.2,0,0,18
1.602,0,238.1,6.6,0,1,18
0.252,0.122,241.99,1.2,0,0,0
0.248,0.26,242.41,1.4,0,0,1
0.416,0.23,244.77,1.8,0,0,1
0.39,0.122,244.81,1.6,1,0,0
2.318,0.442,240.39,10,7,0,17
0.21,0,239.02,0.8,0,0,0
2.42,0.056,243.14,9.8,0,1,0
2.02,0.182,242.92,8.8,0,1,1
0.832,0.06,245.75,4,0,0,9
1.306,0.048,240.35,5.4,0,0,18
1.23,0.048,237.74,5.2,0,0,18
3.602,0.248,237.16,15.2,0,0,18
0.374,0.084,241.68,1.6,0,0,1
1.924,0.102,243.6,8,0,1,3
0.328,0.102,242.09,1.4,0,0,0
1.536,0,237.44,6.4,0,0,17
0.926,0,241.02,5.2,0,7,1
,,,,,,
0.436,0.1,240.91,1.8,0,0,0
0.418,0.24,242.9,2,0,2,0
1.834,0.144,238.64,7.6,0,0,18
0.38,0.184,240.78,1.6,0,1,0
0.212,0.144,240.88,1,0,1,0
0.578,0.276,242.3,2.6,1,2,0
1.522,0.206,242.66,6.2,0,0,19
0.358,0.208,240.69,1.8,0,0,1
1.37,0,246.95,5.4,0,0,19
1.88,0,237.55,8,0,0,18
0.514,0.088,243.76,2.4,0,0,0
1.186,0,239.52,4.8,0,0,17
1.414,0.094,239.54,5.8,0,0,18
0.186,0.078,240.9,0.8,0,0,0
1.698,0.104,243.22,7,0,0,19
0.798,0.06,239.45,3.2,0,0,1
0.554,0.21,241.97,2.6,0,0,0
3.146,0.392,237.52,13.2,0,0,17
0.316,0.098,238,1.4,0,0,0
0.236,0,241.83,1.2,0,0,1
1.33,0.214,239.19,5.6,0,0,17
3.636,0.232,244.47,14.8,0,2,18
0.374,0.102,244.15,1.6,0,0,0
0.198,0,236.91,0.8,0,0,0
6.096,0,235.96,25.8,37,35,17
1.488,0,240.22,6.2,0,0,19
0.314,0.062,241.34,1.2,0,0,0
0.32,0.056,236.27,1.4,0,0,1
0.422,0.332,240.24,3.2,0,0,1
1.394,0,241.38,5.8,0,0,0
0.478,0.31,239.69,2.2,1,2,0
0.212,0,242.22,0.8,0,0,0
3.922,0.328,235.36,16.6,37,0,17
1.464,0.054,240.25,6.2,0,0,17
4.578,0,237.02,19.2,37,0,17
2.93,0.254,242.14,12,0,37,0
0.278,0.08,243.03,1.2,0,0,1
4.256,0.39,235.22,18,37,0,18
0.566,0,242.23,2.2,0,0,0
0.644,0,235.32,2.8,0,0,0
0.232,0,239.79,1,0,0,0
0.316,0.086,243.83,1.2,0,2,1
0.326,0,242.67,1.4,0,0,1
1.932,0.212,237,8.2,0,2,18
0.948,0.266,240.34,4,0,1,12
1.84,0,240.25,7.6,0,0,19
1.412,0.068,245.38,5.6,0,0,18
3.418,0.052,235.12,14.4,36,0,17
0.426,0.366,243.83,2.2,0,1,0
0.326,0.196,243.17,1.6,0,0,1
1.666,0.214,243.61,6.8,0,0,0
0.244,0.102,239.66,1,0,1,1
0.456,0.36,242.06,2.4,0,1,1
0.318,0.094,239.14,1.4,0,1,0
0.274,0,245.13,1.2,0,0,0
1.402,0,240.55,5.8,0,0,18
1.358,0,244.76,5.4,0,0,19
1.622,0.264,238.59,7.2,0,23,1
,,,,,,
0.366,0.244,242.73,1.8,0,1,0
0.266,0,244.78,1.2,0,0,0
0.146,0,244.43,0.6,0,0,1
3.65,0.374,238.77,15.4,0,1,19
2.576,0.054,242.31,10.6,0,38,1
0.362,0.194,243.33,1.6,0,1,0
2.46,0.254,237.02,10.4,0,17,18
2.05,0.09,236.61,9,0,0,17
3.45,0.446,238.07,14.8,1,28,17
0.322,0.106,241.13,1.4,0,0,0
1.49,0.162,239.56,6.2,0,0,18
1.33,0,246.09,5.4,0,0,1
0.474,0.34,242.88,2.4,0,1,0
2.752,0.268,239.11,11.6,0,0,17
0.318,0.11,243.5,1.4,0,0,0
0.238,0.136,243.68,1,0,2,0
2.874,0.054,242.2,11.8,0,0,18
3.46,0.31,236.66,14.6,1,1,17
0.748,0.338,237.93,3.4,0,1,0
2.458,0,239.66,10.2,0,0,18
0.308,0.242,242.12,1.6,0,0,0
1.43,0.258,237.49,6,0,0,17
0.166,0.138,239.59,0.8,0,1,1
,,,,,,
0.22,0.13,242.33,1,0,0,0
2.244,0,238.92,9.4,0,0,19
0.286,0.216,242.51,1.4,0,1,0
0.23,0,247.86,1,0,0,0
0.306,0.214,241.29,1.6,0,0,0
1.52,0.278,243.2,6.2,0,1,18
0.348,0.14,249.45,1.4,0,0,1
0.49,0.068,234.75,2,0,0,0
0.202,0.136,239.4,1,0,0,0
0.244,0,243.36,1,0,0,1
1.274,0.084,240.12,5.2,0,2,18
1.128,0,236.49,4.6,0,0,17
0.256,0,241.8,1,0,0,0
1.486,0.19,237.15,6.2,0,1,17
2.586,0.328,230.56,11.2,0,0,27
1.582,0.086,239.91,6.6,0,0,17
,,,,,,
2.076,0.202,239.58,8.6,0,1,19
0.31,0.13,243.22,1.4,0,0,0
0.208,0.062,240.94,0.8,0,0,0
0.158,0.058,239.86,0.8,0,0,1
0.328,0.274,242.85,1.6,0,2,0
3.06,0.486,238.07,13,39,2,1
1.44,0.062,240.37,6,0,3,18
2.204,0.106,239.07,9.2,0,0,18
0.236,0,242.93,1,0,0,0
0.218,0,244.39,1,0,0,0
1.408,0.2,238.48,6,1,0,0
0.182,0.16,244.19,1,0,0,1
0.258,0.046,240.92,1.2,0,0,0
0.388,0.222,240.15,1.8,0,0,1
2.406,0.264,234.52,10.4,1,1,17
1.744,0.312,237.41,7.4,0,0,0
1.382,0,241.18,5.6,1,1,19
0.57,0,247.36,2.2,0,0,0
0.234,0,241.6,1,0,0,1
4.42,0.484,236.36,18.8,37,0,17
4.708,0.292,236.31,19.8,0,37,18
0.224,0,247.32,1,0,0,0
1.37,0.058,239.74,5.6,0,1,18
0.22,0,240.27,1.2,0,0,0
1.992,0.148,242.95,8.2,0,0,19
1.494,0.136,241.07,6.2,0,1,1
4.706,0.05,237.45,19.8,38,38,0
1.874,0.184,239.85,7.8,1,0,19
0.246,0.108,241.04,1,0,1,0
1.374,0.15,233.85,5.8,0,2,17
3.12,0.294,234.79,13.4,38,0,1
1.666,0.146,243.97,6.8,0,0,18
0.206,0.052,243.1,0.8,0,0,0
2.088,0.178,237.01,8.8,0,0,17
1.506,0.2,240.91,6.2,0,0,17
0.318,0.076,239.11,1.4,0,0,1
0.08,0,240.09,0.2,0,0,0
0.39,0.166,250.32,1.6,0,2,1
0.328,0,246.15,1.6,0,0,0
0.27,0.08,238.7,1.2,0,0,1
0.236,0.132,243.47,1,0,2,1
0.18,0,241.58,0.8,0,0,1
0.64,0.068,239.79,2.6,0,0,0
0.39,0.212,241.39,1.8,0,1,0
1.352,0,239.63,5.6,0,0,17
1.752,0,237.34,7.4,0,1,18
1.486,0.072,242.89,6.2,0,0,18
1.306,0.09,239.11,5.4,0,0,18
3.088,0.108,244.51,12.6,0,0,19
0.452,0.34,245.14,2.2,0,2,0
2.466,0.306,237.58,10.4,0,1,18
1.564,0.202,240.6,6.6,0,0,18
0.332,0,233.15,1.6,0,0,0
1.516,0.062,245.91,6.2,0,0,19
2.368,0.612,238.55,10.4,0,2,18
1.554,0.058,229.82,6.6,0,0,17
0.354,0.098,244.6,1.4,0,0,1
0.466,0,241.91,1.8,0,0,0
1.958,0.184,233.88,8.4,0,0,27
3.828,0.108,234.73,16.2,0,36,0
0.34,0,243.38,1.4,0,0,1
4.44,0.096,243.22,18.2,40,0,19
2.46,0,238.91,10.4,0,0,18
1.774,0.35,236.65,7.6,0,0,0
3.886,0.39,240.45,16.2,0,36,18
0.328,0.098,241.73,1.6,0,2,1
4.67,0.246,235.52,19.8,38,0,17
0.268,0.22,235.69,1.4,0,0,0
0.388,0.188,237.64,1.8,0,1,0
2.394,0.2,238.42,10.6,10,1,28
1.428,0.214,238.71,6,0,2,18
0.42,0.076,241.09,1.8,0,2,0
0.352,0.07,242.38,1.4,0,1,0
0.18,0.114,240.14,0.8,0,1,0
0.32,0.222,237.99,1.6,0,2,0
0.31,0.248,243.5,1.6,0,1,1
0.392,0.05,239.2,2,0,0,0
1.308,0.102,239.54,5.4,0,0,18
0.442,0.122,243.84,1.8,2,0,0
1.336,0,242.36,5.4,0,0,19
0.274,0.168,240.19,1.4,0,0,1
0.24,0,247.4,1,0,0,0
1.542,0,237.11,6.4,0,0,18
0.316,0.058,245.37,1.2,0,0,0
0.31,0.202,240.77,1.4,0,1,1
1.84,0,245.33,7.4,0,0,19
2.168,0.702,239.22,9.8,0,0,18
,,,,,,
0.204,0,241.69,0.8,0,0,0
0.402,0.26,242.38,2,0,0,1
1.934,0,234.91,8.2,0,1,18
0.79,0.08,241.35,3.4,0,0,2
0.264,0.104,240.08,1.2,0,2,1
0.42,0.218,240.58,2,0,1,0
1.302,0.054,233.07,5.6,0,1,17
0.99,0.386,242.32,4.4,0,1,12
0.376,0.188,233.52,1.8,0,2,0
1.452,0.078,242.94,6,0,1,18
1.272,0,240.03,5.2,1,0,18
0.314,0,245.06,1.4,0,0,0
0.318,0.228,241.53,1.6,0,1,1
0.394,0.228,242.87,1.8,0,1,0
0.782,0.164,244.77,3.2,0,0,12
3.428,0,236.35,14.4,37,0,1
0.22,0,238.96,1,0,0,0
1.138,0.212,238.9,4.8,0,1,13
1.518,0.104,247.27,6.2,0,2,20
3.722,0,233.95,15.8,1,0,17
0.928,0.258,243.81,3.8,0,2,0
0.418,0.052,242.35,2,0,0,0
0.274,0.206,240.81,1.4,0,1,0
0.152,0,243.12,0.6,0,0,0
0.226,0,247.87,1,0,0,0
0.514,0.13,241.8,2.2,0,0,1
0.822,0,238.76,3.4,0,5,0
0.224,0,243.53,0.8,0,0,1
0.224,0,245.2,1,0,0,0
2.434,0.06,240.26,10.2,0,0,18
0.152,0,238.1,0.6,0,0,0
0.418,0.18,242.61,1.8,0,0,1
0.216,0,245.83,0.8,0,0,0
0.17,0,240.45,0.8,0,0,0
2.568,0.088,240.98,10.6,0,0,19
1.4,0.09,237.98,5.8,0,0,18
0.954,0.348,245.29,4,0,2,0
0.5,0.05,238.19,2,0,0,0
0.488,0.198,240.25,2.4,0,1,0
2.368,0.188,238.95,9.8,0,1,17
0.514,0,242.09,2,0,0,0
2.11,0.114,242.17,8.6,0,0,18
5.798,0.592,236,24.8,39,28,18
0.278,0.088,233.67,1.2,0,1,0
0.332,0.086,243.37,1.4,0,0,0
1.328,0,243.58,5.4,0,0,19
0.214,0.1,242.76,1,0,1,1
2.28,0.06,237.63,9.6,0,0,0
0.312,0,244.24,1.4,0,0,1
0.392,0.192,243.86,1.8,0,2,0
1.436,0.05,240.96,6,0,0,18
0.388,0.22,244.39,1.8,0,2,0
0.246,0.138,240.14,1.2,0,0,0
1.458,0.078,241.9,6,0,0,0
1.41,0.158,236.98,6,0,2,18
0.922,0.356,241.81,4,0,1,1
0.202,0.06,241.97,0.8,0,0,0
0.196,0,243.87,0.8,0,0,1
1.482,0.192,238.75,6.2,0,2,18
0.548,0.222,240.94,2.6,0,0,0
0.414,0.232,241.52,1.8,0,0,1
0.4,0.198,237.85,1.8,0,1,0
1.228,0,235.96,5.2,0,0,17
1.5,0,234.53,6.4,0,0,17
1.252,0,241.77,5.2,0,0,0
0.272,0.128,241.96,1.2,0,0,0
1.426,0,233.11,6.2,0,1,16
0.162,0,235.63,0.6,0,0,1
1.326,0.076,238.69,5.4,0,0,17
1.346,0,234.38,5.6,0,0,18
2.848,0.12,238.71,12,0,0,18
0.644,0,242.34,2.6,1,0,1
1.23,0,240.94,5,0,0,19
0.236,0.116,243.32,1,0,1,1
0.216,0.054,245.65,0.8,0,0,0
0.392,0.232,240.2,1.8,0,0,1
1.396,0.064,242.75,5.6,0,0,18
0.23,0.112,239.8,1,0,1,1
0.238,0,241.06,1,0,0,0
0.384,0.194,239.67,1.8,0,1,0
0.306,0.07,246.07,1.4,0,0,0
0.382,0.214,242.25,1.8,0,1,0
0.268,0.27,239.69,1.4,0,1,1
0.706,0,239.81,4.8,0,7,1
0.234,0.054,242.61,1,0,0,0
1.406,0.052,237.54,5.8,0,0,17
0.334,0.104,242.67,1.4,0,1,0
0.562,0.31,241.45,2.6,0,1,1
0.878,0.064,242.28,3.6,0,0,0
0.226,0,246.41,1,0,0,0
0.204,0.09,234.02,1,0,0,0
4.636,0,236.8,19.4,37,0,17
0.394,0.076,243.14,1.8,0,1,1
0.31,0.102,245.16,1.2,0,2,0
0.254,0.126,243.38,1.2,0,0,1
0.486,0,242.44,2,0,0,0
1.52,0.05,236.71,6.4,0,0,0
1.384,0.104,244.27,5.6,0,0,0
0.234,0.072,241.92,1.2,0,0,1
2.276,0.106,240.87,10.4,0,0,17
1.43,0.216,241.07,6,0,0,0
1.786,0.218,239.46,7.4,0,0,18
0.146,0,242.96,0.6,0,0,0
1.662,0.256,239.28,7,0,0,18
1.49,0.102,244.26,6,0,2,19
0.454,0.086,240.08,2,0,0,0
2.368,0,241.09,9.8,2,0,19
1.444,0,241.46,6,0,0,18
0.308,0,243.25,1.4,0,0,1
0.428,0,239.7,1.8,0,0,1
1.712,0.186,236.75,7.8,1,0,18
0.444,0,244.32,2,0,0,0
0.204,0.058,241.25,0.8,0,0,0
1.352,0,242.62,5.6,0,0,18
0.696,0.076,242.41,2.8,0,0,0
0.348,0.244,242.03,1.8,0,1,0
2.56,0.17,233.87,11.2,0,0,17
1.858,0.068,240.68,7.6,0,0,19
0.21,0.072,242.14,0.8,0,0,1
2.076,0,238.17,8.6,0,0,18
0.238,0,234.74,1.2,0,0,0
0.73,0.116,241.94,3,0,1,0
0.15,0,243.51,0.6,0,0,1
2.334,0,240.38,9.6,0,0,18
0.852,0.384,240.61,4,0,1,0
0.396,0.236,243.3,1.8,0,0,0
2.65,0.046,236.29,12.8,0,24,1
0.252,0.146,241.36,1.2,0,0,1
2.97,0.064,231.41,12.8,0,0,17
2.348,0.16,239.92,10.6,0,1,17
0.268,0,242.07,1,0,0,1
0.302,0,248.4,1.4,0,0,0
1.3,0,237.53,5.4,0,0,17
1.444,0.222,240.22,6,0,1,17
0.57,0.066,239.08,2.4,0,0,0
0.204,0.102,239.5,1,0,0,0
0.276,0.218,236.46,1.4,0,0,0
0.156,0.12,239.88,0.8,0,0,0
0.934,0.12,244.61,3.8,0,0,0
0.268,0.106,240.52,1.2,0,0,1
0.24,0.138,244.85,1,0,2,1
1.43,0,242.22,5.8,0,1,19
0.716,0.304,244.24,3.2,0,0,0
1.846,0.068,241.94,7.6,0,1,18
1.538,0.072,243.58,6.2,0,1,19
0.154,0,240.26,0.6,0,0,0
1.914,0.14,242.37,7.8,1,0,18
0.52,0.07,244.01,2.2,0,0,0
0.12,0,238.43,0.6,0,0,0
2.314,0.172,238.07,9.6,1,0,0
2.016,0.114,239.75,8.4,1,2,0
0.24,0.086,238.12,1,0,0,1
1.96,0.2,239.86,8.2,2,2,18
0.254,0.12,236.83,1.2,0,0,0
1.856,0.194,237.02,7.8,0,1,18
0.12,0,239.3,0.6,0,0,0
0.132,0,239.97,0.6,0,0,0
3.33,0.372,239.93,14.6,14,0,18
0.194,0.098,240.7,0.8,0,0,0
2.02,0.15,244.51,8.2,0,0,19
0.376,0.222,242.01,1.8,0,2,0
1.368,0,235.59,5.8,0,0,17
0.458,0.078,242.59,1.8,0,0,0
0.266,0.142,241.55,1.2,0,0,1
0.36,0.246,241.67,1.8,0,1,1
2.276,0.06,240.04,9.4,0,0,0
1.432,0,239.66,5.8,0,0,18
0.124,0,235.29,0.6,0,1,0
0.412,0.398,245.08,2.2,0,1,0
1.784,0.076,233.47,7.6,1,2,17
0.482,0.064,244.38,2.2,0,0,0
1.956,0.218,235.81,8.2,0,2,17
1.774,0,238.97,7.6,0,0,7
0.386,0.128,245.12,1.6,1,2,0
1.608,0.26,243.08,6.6,0,1,19
0.218,0.09,243.38,1,0,0,1
1.208,0.054,238.55,5,0,0,0
1.27,0.054,239.32,5.2,0,0,17
0.242,0.066,242.26,1,0,0,1
1.568,0.256,239.01,6.6,0,0,18
,,,,,,
3.358,0,242.85,13.8,0,38,1
1.832,0.396,240.7,7.6,0,1,0
3.64,0.168,241.21,15,0,0,29
0.374,0.07,241.91,1.8,0,0,1
0.28,0.046,241.28,1.2,0,0,0
2.056,0.22,238.85,8.6,0,2,18
0.342,0.088,238.63,1.4,0,0,0
1.376,0.214,237.75,5.8,0,1,18
0.324,0.118,247.96,1.4,0,0,0
0.22,0,243.47,1,0,0,1
0.406,0.116,246.55,1.8,0,1,1
0.4,0.208,237.52,1.8,0,1,0
0.322,0.078,245.19,1.4,0,0,0
1.24,0.046,239.63,5.2,0,0,0
1.49,0.22,243.15,6.2,0,1,18
2.336,0,240.94,9.6,0,0,19
0.254,0.054,246.53,1,0,0,1
1.994,0.24,239.64,8.4,0,0,17
3.17,0.068,236.36,13.4,37,0,0
1.508,0.172,241.45,6.2,0,1,19
2.616,0,242.37,10.8,1,0,18
0.32,0.158,242.2,1.6,0,2,0
0.444,0.222,241.83,2,0,1,0
0.36,0.182,238.64,1.6,0,1,0
1.998,0,242.26,8.2,0,0,19
0.424,0.214,243.08,1.8,0,0,0
0.532,0.242,238.42,2.6,0,2,1
1.338,0.062,241.51,5.4,0,0,17
0.52,0,246.61,2.6,0,0,0
1.738,0.256,246.81,7,1,0,19
1.336,0.098,241.48,5.4,0,0,17
2.19,0.616,242.9,9.2,0,1,19
1.93,0.242,236.99,8.2,0,0,17
0.202,0.106,241.31,0.8,0,0,1
1.63,0.062,241.22,6.8,0,0,18
0.316,0,241.54,1.4,0,0,0
2.656,0.156,240.46,11,38,0,1
0.38,0.352,241.47,2,0,1,0
0.46,0.29,250.73,2,0,0,0
2.064,0.154,247.91,8.2,0,5,20
0.254,0.07,241.58,1,0,0,1
0.378,0.08,246.38,1.6,0,0,0
1.548,0.192,240.52,6.4,0,0,18
0.112,0,240.8,0.6,0,0,0
1.33,0,236.46,5.6,0,0,17
1.632,0.114,240.93,6.8,0,2,23
3.552,0,234.7,15,0,0,17
,,,,,,
0.222,0,242.06,1,0,0,0
1.622,0.238,239.13,6.8,0,1,18
1.34,0.088,240.45,5.6,0,1,18
2.438,0,243.16,10,0,0,18
0.366,0.164,240.7,1.6,0,0,1
0.23,0.09,236.57,1,0,0,1
,,,,,,
0.37,0.2,239.82,1.8,0,1,0
0.516,0.116,240.72,2.2,0,0,1
2.024,0.186,241.66,8.4,0,0,25
1.732,0.108,241.64,7.2,0,0,18
2.038,0.22,238.81,8.6,0,0,17
2.498,0.186,245.12,10.2,0,0,19
0.43,0.204,244.64,2,0,1,1
0.226,0,244.12,1,0,0,0
1.164,0.066,231.68,5,0,0,17
1.448,0.108,248.02,5.8,0,0,19
0.496,0.164,241.39,2.2,1,0,1
4.268,0.106,240.97,17.6,0,0,18
0.18,0,241.25,0.8,0,0,0
1.016,0.376,238.92,4.4,0,1,13
0.306,0.08,240.4,1.2,0,0,0
1.488,0.156,246.42,6,0,0,1
5.742,0.51,235.17,24.4,43,0,29
0.768,0.06,236.17,3.2,0,0,11
0.362,0.122,246.92,1.6,0,1,1
0.39,0.142,239.97,1.8,0,0,1
0.24,0,242.89,1,0,0,1
1.312,0.046,244.02,5.2,0,0,18
0.406,0.182,238.35,1.8,0,1,0
0.342,0.06,241.07,1.4,0,0,1
2.32,0.3,237.88,9.8,0,1,17
1.532,0.06,239.27,6.4,0,0,17
0.082,0,242.83,0.2,0,0,0
0.38,0.214,238.36,1.8,0,0,0
1.416,0.2,237.18,6,0,1,17
0.332,0.124,241.47,1.4,0,0,0
,,,,,,
0.176,0.094,238.75,0.8,0,0,0
1.134,0.228,240.54,4.8,1,1,1
1.442,0.27,232.71,6.2,0,2,17
0.71,0.224,242.05,3.2,0,0,9
0.138,0,242.13,0.6,0,0,0
1.464,0,241.48,6,0,1,19
2.562,0.082,233.95,10.8,0,2,16
0.642,0.194,237.54,3.2,0,2,6
1.44,0.348,237.66,6.2,0,1,18
2.762,0.15,240.09,11.4,0,1,18
5.496,0.048,236.1,23.4,0,0,17
2.228,0.708,237.53,10,0,0,17
1.63,0.056,241.21,6.8,0,0,17
0.344,0,244.05,1.6,0,0,0
0.188,0,234.26,0.8,0,0,1
1.478,0.254,239.17,6.2,0,0,18
0.476,0.092,244.26,2.2,0,0,1
0.434,0.244,245.65,2,0,1,1
1.47,0.104,239.47,6.2,0,0,18
0.21,0,239.56,0.8,0,0,0
0.346,0.128,243.26,1.4,0,0,1
1.712,0.098,239.93,7,0,0,18
0.314,0.068,242.15,1.2,0,0,1
0.252,0,242.35,1.2,0,0,0
0.49,0,240.58,2.2,0,0,0
0.412,0.152,244.68,1.8,0,0,1
1.732,0.068,237.69,7.4,0,0,0
1.448,0.102,243.01,5.8,0,0,0
1.376,0.062,238.04,5.8,0,0,17
0.39,0.242,241.4,1.8,0,1,1
0.258,0.11,243.38,1.2,0,0,0
0.08,0,239.01,0.2,0,0,0
2.712,0.352,237.83,11.4,0,0,17
1.354,0.084,238.8,5.6,0,0,18
3.71,0.416,236.66,15.6,0,39,13
1.586,0.184,241.96,6.6,0,1,19
0.986,0.078,244.56,4,0,0,1
0.376,0.226,238.12,1.8,0,1,0
1.516,0.118,239.63,6.2,0,0,18
1.348,0.052,245.44,5.4,0,0,19
2.554,0.048,240.92,10.6,0,0,0
1.286,0,232.61,5.4,0,0,17
0.394,0.216,244.57,1.8,0,1,0
1.598,0.048,240.61,6.6,0,0,18
5.236,0,237.6,22,0,0,17
0.178,0,244.12,0.8,0,0,1
0.34,0.108,241.9,1.4,0,0,0
3.928,0.098,240.31,16.2,38,0,0
1.476,0.05,240.34,6.2,0,0,18
0.082,0,243.36,0.2,0,0,0
0.33,0.14,244.64,1.4,0,0,0
1.352,0,235.37,5.6,0,0,17
0.242,0,239.98,1,0,0,1
3.306,0,238.27,13.8,1,0,18
0.214,0.134,242.04,1.2,0,1,0
1.386,0.144,233.22,6,0,1,17
0.24,0,240.96,1,0,0,0
0.51,0,243.17,2.2,0,0,0
0.428,0.096,240.05,2,0,0,1
0.444,0.128,239.4,2,0,0,0
0.41,0.15,241.6,1.8,0,0,1
0.436,0.222,243.6,2,0,1,1
1.784,0.302,240.81,7.4,0,1,19
0.218,0.086,240.78,1,0,0,1
3.606,0.098,233.18,15.4,0,0,17
0.312,0.244,242.72,1.6,0,0,1
0.136,0,236.31,0.6,0,0,1
0.312,0.096,245.72,1.4,0,0,0
1.222,0.072,234.48,5.2,0,0,17
1.626,0.164,244.71,6.6,1,1,19
1.252,0.086,238.52,5.2,0,0,18
0.904,0.356,242.47,4,0,0,1
0.324,0.104,244.23,1.4,0,1,1
0.19,0.108,232.09,0.8,0,0,0
3.262,0.052,240.17,13.6,0,0,0
1.662,0.19,240.55,6.8,0,0,18
0.228,0,245.82,1,0,0,0
1.27,0,238.44,5.2,0,0,19
2.232,0.242,239.91,9.4,0,0,30
0.262,0.108,241.88,1.2,0,2,1
0.508,0.308,241.19,2.4,0,2,1
0.564,0.05,239.75,2.4,0,2,1
1.428,0,241.57,5.8,0,0,18
1.744,0.092,238.21,7.4,0,0,18
0.288,0.09,249.96,1.2,0,0,0
0.314,0.144,243.93,1.4,0,0,0
0.126,0,238.25,0.6,0,0,0
0.722,0,240.05,3,0,0,0
1.792,0.11,237.85,7.6,0,0,0
3.614,0.224,241.13,15,0,0,19
0.314,0.084,247.04,1.2,0,0,0
0.172,0.096,235.73,0.8,0,0,0
2.496,0,231.42,10.8,0,2,17
1.442,0.056,239.11,6,0,0,18
1.26,0.108,242.5,5.2,0,0,0
0.278,0.08,234.38,1.2,0,1,0
1.594,0,239.22,6.6,0,0,18
1.352,0.13,243.1,5.6,0,0,19
2.174,0.284,239.87,9,0,0,29
0.502,0.064,241.49,2,0,0,0
2.18,0.088,234.55,9.2,0,1,18
1.424,0,239.36,6,0,0,0
0.712,0.062,242.61,2.8,0,0,0
2.088,0.29,237.73,8.8,0,0,29
1.44,0,243.44,5.8,0,0,19
2.06,0.098,238.21,8.6,0,0,17
1.29,0.086,234.93,5.4,1,0,17
2.746,0.186,237.73,11.6,1,1,18
0.234,0.102,242.27,1,0,0,1
0.194,0.098,241.4,0.8,0,0,0
0.43,0.242,243.47,2,0,2,1
1.556,0.294,240.52,6.6,0,1,19
0.236,0.128,237.77,1,0,1,1
0.916,0.2,239.94,3.8,0,2,0
0.336,0.116,242.1,1.6,0,0,1
0.366,0.096,242.2,1.6,0,0,0
0.222,0,241.37,1,0,0,0
0.602,0,242,2.4,0,0,1
0.298,0.08,244.13,1.2,0,1,0
0.24,0.116,241.77,1,0,2,0
2.444,0.332,244.48,10.6,0,0,19
1.542,0.334,239.57,6.6,0,1,18
2.38,0.252,238.96,10,0,1,17
0.51,0.318,242.84,2.6,0,1,1
0.08,0,240.84,0.2,0,0,1
2.2,0,240.67,9,0,0,18
2.694,0.274,234.25,11.4,1,0,17
0.238,0.114,240.35,1,0,0,0
2.6,0.368,236.34,12,28,3,0
0.576,0.172,241.24,2.4,0,5,0
0.306,0.07,242.2,1.4,0,0,2
0.716,0.098,241.29,3,0,0,0
,,,,,,
1.588,0.078,238.83,6.6,0,0,17
0.324,0.21,240.3,1.6,0,0,0
1.37,0.09,236.76,5.8,0,0,18
0.456,0.102,245.98,2,0,0,0
1.334,0,240.66,5.6,0,0,0
2.02,0.084,238.1,8.4,0,2,18
0.268,0.076,234.05,1.2,0,0,0
2.022,0.076,240.6,9,0,0,0
1.602,0.046,242.73,6.6,0,0,18
1.362,0.074,239.07,5.6,0,0,18
1.714,0.06,246,6.8,0,0,0
0.212,0.052,244.6,0.8,0,0,0
1.612,0,237.53,6.8,0,2,21
3.016,0.376,235.77,12.8,0,5,30
0.306,0,241.13,1.2,0,0,0
1.354,0.176,238.66,5.6,1,1,18
0.38,0.092,243.3,1.6,0,1,1
1.488,0,238.9,6.2,0,1,19
0.712,0.264,244.02,3.4,0,0,6
1.322,0,241.73,5.4,0,0,18
0.476,0.222,242.01,2.2,0,0,1
2.258,0.316,243.46,9.4,0,0,18
0.55,0.09,238.31,2.2,0,0,0
0.668,0.074,242.03,2.8,0,0,0
0.256,0.082,242.12,1.2,0,1,0
1.748,0.068,245.26,7,0,0,19
0.168,0,241.69,0.8,0,0,1
1.168,0,240.52,4.8,2,0,1
2.41,0,237.94,10.2,2,0,0
2.352,0,242.33,9.6,1,0,0
0.42,0.074,242.52,1.8,0,0,0
3.616,0.204,240.64,15.2,0,25,19
0.288,0,246.68,1.2,0,0,0
0.35,0,242.37,1.4,0,0,1
1.614,0,241.22,6.6,1,0,18
0.22,0,241.29,0.8,0,0,0
0.218,0.064,246.09,1,0,0,0
1.618,0,236.17,6.8,0,0,0
1.63,0.174,244.69,6.6,0,0,19
0.112,0,234.29,0.6,0,0,0
0.246,0.252,243.11,1.4,0,2,1
